,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.1,0.9,SGD,0.001,1,0.3161764705882353,0.0,0.740051710138134,0.6917187200652227,0.0006713581387884915,0.001067834789864719,0.0003964766510762274
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.1,0.9,SGD,0.001,2,0.3161764705882353,0.0,0.7311837065453622,0.6632794625229306,0.0007215581135824323,0.0008954852819442749,0.00017392716836184263
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.1,0.9,SGD,0.001,3,0.3161764705882353,0.0,0.7202245487886316,0.6781424747573004,0.00041481159860268235,0.0005610432708635926,0.0001462316868128255
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.1,0.9,SGD,0.001,4,0.3161764705882353,0.0,0.7077645297143974,0.6557278951009116,0.0005912815686315298,0.0007384940981864929,0.0001472125295549631
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.1,0.9,SGD,0.001,5,0.3112745098039216,0.0,0.6972652778905981,0.6625889407263861,0.00038688539643771946,0.00038945706910453737,2.5716717573232017e-06
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.1,0.9,SGD,0.001,6,0.6838235294117647,0.8122270742358079,0.6839015203363755,0.6511794474389818,0.00016598333604633808,0.0005954427761025727,0.0004294594400562346
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.1,0.9,SGD,0.001,7,0.6838235294117647,0.8122270742358079,0.6731795049181172,0.665208515856001,0.00033100813743658364,0.0003331181360408664,2.110007471856079e-06
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.1,0.9,SGD,0.001,8,0.6838235294117647,0.8122270742358079,0.6614641325146544,0.5954995327525668,0.000361142068868503,0.0006601054337807,0.000298963364912197
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.1,0.9,SGD,0.001,9,0.6838235294117647,0.8122270742358079,0.6518657803535461,0.6277611368232303,0.0005827510030940175,0.0005952772917225957,1.2526263162726536e-05
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.1,0.9,SGD,0.001,10,0.6838235294117647,0.8122270742358079,0.6443195787130618,0.647695047987832,0.0003607519611250609,0.00036424503196030855,3.4930587844428374e-06
