,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.01,0.9,SGD,0.001,1,0.3161764705882353,0.0,0.7452489009090498,0.6917187200652227,0.0006713581387884915,0.001067834789864719,0.0003964766510762274
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.01,0.9,SGD,0.001,2,0.3161764705882353,0.0,0.7443140651665482,0.6673130240705278,0.0006950825918465853,0.0008762790239416063,0.00018119644664693624
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.01,0.9,SGD,0.001,3,0.3161764705882353,0.0,0.7430807387127596,0.6880581180254619,0.0004159954551141709,0.000588697730563581,0.00017270227544941008
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.01,0.9,SGD,0.001,4,0.3161764705882353,0.0,0.7415520654005163,0.6749117639329698,0.0005929657490924001,0.000790677557233721,0.00019771182269323617
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.01,0.9,SGD,0.001,5,0.3161764705882353,0.0,0.7400940633287617,0.666026747888989,0.0003815007221419364,0.0003918156144209206,1.0314900464436505e-05
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.01,0.9,SGD,0.001,6,0.3161764705882353,0.0,0.7380649307194878,0.7169452137417263,0.00016833218978717923,0.000759424758143723,0.0005910925683565438
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.01,0.9,SGD,0.001,7,0.3161764705882353,0.0,0.7361304713230507,0.6732073465983073,0.00033922825241461396,0.0003604521625675261,2.1223911971901543e-05
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.01,0.9,SGD,0.001,8,0.3161764705882353,0.0,0.7337266487233779,0.6901791572570801,0.00036321376683190465,0.0008975699893198907,0.0005343562224879861
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.01,0.9,SGD,0.001,9,0.3161764705882353,0.0,0.731284501505833,0.6669265230496724,0.0005471018375828862,0.00065864238422364,0.00011154054664075375
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.01,0.9,SGD,0.001,10,0.3161764705882353,0.0,0.7288295392896614,0.6846071640650433,0.0003394837840460241,0.0004374598211143166,9.79760370682925e-05
